DATA MISURA;PRES. SUPERAM.;PARAMETRO;UNITA' MISURA;UBICAZIONE;LONGITUDINE;LATITUDINE;RETE;MEDIA GIORNALIERA;DATI INSUFF.;ATTIVO DAL;ATTIVO FINO AL;PARAM. ABBREV.;UBICAZ. ATT. DAL;UBICAZ. ATT. FINO AL
2005 May 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.48351;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.55921;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.75702;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.21041;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.96662;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.08872;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.32071;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.36182;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.65811;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.04721;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.94871;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;27.39112;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;34.18803;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;28.89703;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;31.09483;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.05942;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.37362;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;27.47252;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;33.21123;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;36.18233;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;29.67033;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;42.69434;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 May 31;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;33.69963;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.00691;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.00122;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;31.13552;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;28.40862;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.36141;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.15791;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.07651;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.96581;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;15.14041;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.80341;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.19902;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.83841;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.28612;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.75132;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.47781;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.57102;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.38502;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;28.08302;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.62922;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.62352;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;35.93813;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;41.39194;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;36.67073;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;40.37443;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;45.09564;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.57671;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.01302;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;33.98453;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;29.83312;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 June 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.20431;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.76231;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;10.74481;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.36711;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;27.51322;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.10582;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;10.37851;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.51851;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.89581;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.24461;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.95401;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.54701;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.13471;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.42572;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.07122;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;30.89132;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;27.47252;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;30.56573;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;38.66503;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.66422;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.40252;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.80382;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.61701;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.02971;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.39601;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.15832;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.45502;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;40.90354;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;42.32804;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;50.02034;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;49.97964;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 July 31;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;35.04273;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;29.18192;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;27.47252;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.44891;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.16361;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.00081;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.25111;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.73301;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;6.34921;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.68661;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.10541;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;15.62881;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.22141;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.76801;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.01791;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;4.76191;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.77371;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.94261;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.85551;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.84411;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.28001;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;5.73871;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;5.82011;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.81441;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.13471;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.79772;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.46642;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;0;Vero;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;0;Vero;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;15.42531;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.23972;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 August 31;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.11762;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;29.05982;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;33.37403;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.25152;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.89051;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.94872;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;30.56573;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;28.73422;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.12331;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.15181;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.52991;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.83801;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;15.30321;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.17541;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.50711;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;28.85632;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.57712;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.65811;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;2.7676;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.93651;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.72161;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.77411;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.54171;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.58282;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.93162;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2005 September 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.22222;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
